,zip1,2010_modify_cnt,2011_modify_cnt,2012_modify_cnt,2013_modify_cnt,2014_modify_cnt,2015_modify_cnt,2016_modify_cnt,2017_modify_cnt,2018_modify_cnt,2019_modify_cnt,2010_install_cnt,2011_install_cnt,2012_install_cnt,2013_install_cnt,2014_install_cnt,2015_install_cnt,2016_install_cnt,2017_install_cnt,2018_install_cnt,2019_install_cnt,2010_new_cnt,2011_new_cnt,2012_new_cnt,2013_new_cnt,2014_new_cnt,2015_new_cnt,2016_new_cnt,2017_new_cnt,2018_new_cnt,2019_new_cnt,2010_demolition_cnt,2011_demolition_cnt,2012_demolition_cnt,2013_demolition_cnt,2014_demolition_cnt,2015_demolition_cnt,2016_demolition_cnt,2017_demolition_cnt,2018_demolition_cnt,2019_demolition_cnt,2010_no_change_cnt,2011_no_change_cnt,2012_no_change_cnt,2013_no_change_cnt,2014_no_change_cnt,2015_no_change_cnt,2016_no_change_cnt,2017_no_change_cnt,2018_no_change_cnt,2019_no_change_cnt,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2010_cat,2011_cat,2012_cat,2013_cat,2014_cat,2015_cat,2016_cat,2017_cat,2018_cat,2019_cat
38,10011,155.0,229.0,224.0,253.0,339.0,317.0,222.0,240.0,209.0,131.0,653.0,778.0,802.0,744.0,829.0,803.0,725.0,689.0,382.0,191.0,316.0,349.0,382.0,375.0,369.0,363.0,319.0,305.0,264.0,146.0,54.0,88.0,67.0,88.0,94.0,90.0,78.0,74.0,64.0,34.0,1273.0,1521.0,1475.0,1584.0,1790.0,1745.0,1504.0,1477.0,1087.0,597.0,146871745.0,224793646.0,221807284.0,323941465.0,333337471.0,417360665.0,243194230.0,276382847.0,271042734.0,172823946.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
39,11231,10.0,8.0,8.0,11.0,11.0,19.0,19.0,14.0,9.0,10.0,198.0,206.0,276.0,271.0,373.0,265.0,289.0,262.0,97.0,45.0,103.0,117.0,146.0,125.0,133.0,137.0,166.0,111.0,68.0,25.0,16.0,17.0,26.0,17.0,28.0,18.0,29.0,26.0,11.0,4.0,325.0,316.0,406.0,426.0,538.0,410.0,470.0,365.0,166.0,81.0,32365034.0,34211428.0,40190886.0,40465223.04,56111973.0,83983764.0,78727709.0,59380018.0,228127867.0,30652223.0,good,good,good,good,excellent,excellent,excellent,excellent,excellent,excellent
40,,7.0,4.0,4.0,3.0,4.0,6.0,6.0,160.0,439.0,279.0,121.0,147.0,153.0,161.0,183.0,213.0,214.0,3975.0,9263.0,4872.0,39.0,39.0,38.0,34.0,77.0,56.0,146.0,2090.0,5345.0,3062.0,18.0,11.0,12.0,38.0,21.0,15.0,43.0,722.0,1670.0,883.0,98.0,88.0,83.0,69.0,67.0,68.0,101.0,6140.0,14094.0,7626.0,6807462.0,5579552.0,33839042.0,15551068.0,8430210.0,9417878.0,15665581.0,649085122.0,2218029626.0,1311158904.0,poor,poor,good,fair,poor,poor,fair,excellent,excellent,excellent
41,11004,8.0,6.0,5.0,9.0,7.0,5.0,4.0,7.0,8.0,12.0,46.0,37.0,25.0,33.0,33.0,24.0,50.0,47.0,13.0,3.0,39.0,38.0,40.0,33.0,28.0,29.0,32.0,27.0,9.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,,2.0,,,57.0,70.0,31.0,49.0,42.0,37.0,60.0,53.0,17.0,4.0,71012393.0,21519721.0,21795842.0,10628816.0,10584146.0,10659017.0,9944987.0,21792124.0,4893468.0,15980892.0,excellent,good,good,fair,poor,fair,poor,fair,poor,good
42,10171,76.0,100.0,62.0,74.0,108.0,132.0,101.0,79.0,73.0,38.0,123.0,120.0,107.0,81.0,119.0,120.0,114.0,94.0,60.0,42.0,59.0,49.0,40.0,25.0,33.0,52.0,31.0,32.0,30.0,17.0,17.0,14.0,6.0,11.0,28.0,12.0,12.0,16.0,20.0,5.0,251.0,307.0,232.0,225.0,275.0,308.0,260.0,246.0,199.0,96.0,57389564.0,70249171.0,71591906.0,56220086.0,109288900.0,100134430.0,77102589.0,71183251.0,75813754.0,31117166.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
43,10473,,,2.0,1.0,,2.0,8.0,7.0,7.0,3.0,78.0,57.0,35.0,51.0,91.0,83.0,79.0,53.0,43.0,9.0,22.0,22.0,22.0,26.0,25.0,38.0,29.0,20.0,18.0,3.0,2.0,1.0,,2.0,7.0,3.0,4.0,4.0,,,110.0,67.0,47.0,72.0,126.0,94.0,93.0,69.0,68.0,15.0,19060154.0,19414726.0,6681202.0,7186180.0,26339224.0,16966731.0,26197038.0,15963637.0,19236308.0,9495337.0,good,good,fair,poor,good,fair,good,fair,fair,good
44,11509,,1.0,,,,,,,1.0,,2.0,2.0,3.0,1.0,,5.0,7.0,1.0,3.0,,,2.0,5.0,3.0,,4.0,5.0,2.0,3.0,,,1.0,1.0,,,,2.0,,,1.0,2.0,3.0,7.0,1.0,,7.0,1.0,1.0,7.0,,1220306.0,739962.0,915200.0,502420.0,0.0,1006955.0,1174525.0,1201651.0,1696500.0,0.0,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor
45,11229,11.0,14.0,33.0,17.0,19.0,39.0,23.0,32.0,16.0,4.0,140.0,86.0,130.0,110.0,190.0,182.0,219.0,149.0,50.0,28.0,89.0,74.0,84.0,66.0,97.0,115.0,114.0,102.0,34.0,24.0,12.0,13.0,11.0,13.0,26.0,43.0,37.0,25.0,3.0,1.0,222.0,173.0,202.0,225.0,287.0,303.0,322.0,228.0,89.0,44.0,23471384.0,27502446.0,35802941.0,34337537.0,44509385.0,39672092.0,79113563.0,34547326.0,31628823.0,5872973.0,good,good,good,good,good,good,excellent,good,good,fair
46,10310,5.0,6.0,6.0,5.0,5.0,6.0,4.0,5.0,6.0,1.0,62.0,70.0,47.0,68.0,101.0,114.0,86.0,86.0,22.0,8.0,45.0,42.0,36.0,35.0,36.0,40.0,51.0,24.0,16.0,7.0,13.0,15.0,6.0,4.0,10.0,13.0,14.0,14.0,4.0,,73.0,73.0,67.0,81.0,99.0,111.0,99.0,89.0,31.0,14.0,10391733.0,9491083.0,11509975.0,6636725.0,12180300.0,10448902.0,10892747.0,9081849.0,6248773.0,12217693.0,fair,fair,fair,poor,fair,fair,poor,poor,fair,good
47,11230,2.0,6.0,6.0,8.0,5.0,12.0,16.0,10.0,6.0,2.0,112.0,102.0,132.0,108.0,141.0,166.0,158.0,144.0,39.0,13.0,64.0,73.0,80.0,95.0,78.0,84.0,81.0,86.0,32.0,13.0,34.0,10.0,23.0,30.0,31.0,29.0,43.0,36.0,3.0,2.0,180.0,155.0,179.0,190.0,216.0,267.0,266.0,225.0,71.0,25.0,23606990.0,14291144.0,19835097.0,29202967.0,21707257.0,37282455.0,49331188.0,29248342.0,14796348.0,1516056.0,good,fair,good,good,fair,good,good,good,fair,poor
48,10305,4.0,1.0,1.0,6.0,3.0,9.0,11.0,6.0,3.0,2.0,84.0,68.0,64.0,79.0,83.0,145.0,128.0,119.0,38.0,18.0,43.0,50.0,31.0,50.0,46.0,40.0,58.0,46.0,19.0,11.0,13.0,14.0,13.0,20.0,21.0,9.0,13.0,19.0,4.0,2.0,64.0,67.0,71.0,98.0,97.0,141.0,139.0,135.0,48.0,21.0,19355481.0,6858205.0,12526030.0,53589315.0,15549717.0,17290185.0,17278101.0,16263643.0,8456818.0,5800470.0,good,fair,fair,excellent,fair,fair,fair,fair,fair,fair
49,11216,4.0,3.0,1.0,6.0,6.0,10.0,8.0,9.0,7.0,1.0,135.0,104.0,125.0,172.0,209.0,266.0,324.0,228.0,69.0,31.0,65.0,95.0,85.0,105.0,119.0,162.0,189.0,117.0,46.0,11.0,24.0,8.0,11.0,13.0,20.0,31.0,30.0,11.0,8.0,3.0,182.0,165.0,216.0,260.0,316.0,378.0,485.0,336.0,127.0,55.0,16782548.0,12908795.0,26077811.0,30536657.0,41031447.0,61929838.0,83610148.0,38582757.0,27236365.0,14549043.0,good,fair,good,good,good,good,excellent,good,good,good
50,10014,30.0,41.0,38.0,40.0,49.0,61.0,67.0,70.0,63.0,25.0,192.0,238.0,230.0,244.0,241.0,231.0,263.0,276.0,148.0,77.0,94.0,86.0,107.0,106.0,98.0,93.0,104.0,105.0,86.0,42.0,19.0,30.0,19.0,10.0,23.0,26.0,31.0,36.0,22.0,7.0,339.0,428.0,386.0,421.0,399.0,456.0,493.0,432.0,321.0,139.0,37164962.0,47954532.0,53744718.0,73869469.0,61444787.0,103500690.0,95818280.0,229406632.0,95645568.0,37630810.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
51,10280,14.0,9.0,21.0,34.0,36.0,22.0,21.0,36.0,38.0,9.0,35.0,30.0,30.0,39.0,49.0,34.0,33.0,38.0,46.0,17.0,18.0,18.0,21.0,22.0,18.0,21.0,23.0,21.0,29.0,4.0,2.0,5.0,6.0,4.0,2.0,,1.0,3.0,1.0,,68.0,74.0,84.0,115.0,101.0,93.0,94.0,118.0,131.0,35.0,13131632.0,9284846.0,9850570.0,32471273.0,26777537.0,25779122.0,23836396.0,15561756.0,52348388.0,8181820.0,fair,fair,fair,good,good,good,fair,fair,excellent,fair
52,11418,2.0,4.0,1.0,,3.0,3.0,,2.0,,,35.0,42.0,34.0,29.0,41.0,41.0,38.0,44.0,12.0,3.0,27.0,24.0,24.0,31.0,22.0,30.0,22.0,26.0,5.0,5.0,5.0,4.0,2.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,66.0,77.0,63.0,54.0,64.0,66.0,65.0,62.0,20.0,7.0,4433613.0,21567219.0,11125998.0,9115044.0,4767825.0,18647143.0,13045866.0,6429879.0,793448.0,1676439.0,poor,good,fair,poor,poor,fair,fair,poor,poor,poor
53,10463,6.0,6.0,5.0,8.0,9.0,17.0,16.0,11.0,10.0,4.0,99.0,116.0,104.0,128.0,108.0,106.0,124.0,98.0,40.0,11.0,45.0,50.0,41.0,109.0,64.0,54.0,56.0,37.0,33.0,13.0,3.0,4.0,11.0,13.0,6.0,11.0,6.0,7.0,3.0,,130.0,186.0,156.0,204.0,169.0,169.0,204.0,157.0,103.0,41.0,17110955.0,19643716.0,20400645.0,21714806.0,21618892.0,14545199.0,22457764.0,32284431.0,59960552.0,9328205.0,good,good,good,good,fair,fair,fair,good,excellent,good
54,10278,70.0,74.0,47.0,49.0,50.0,62.0,52.0,31.0,35.0,19.0,228.0,219.0,221.0,268.0,230.0,231.0,237.0,194.0,100.0,47.0,103.0,86.0,94.0,96.0,90.0,100.0,114.0,102.0,70.0,43.0,15.0,13.0,16.0,21.0,21.0,20.0,18.0,10.0,10.0,11.0,428.0,392.0,376.0,456.0,427.0,444.0,415.0,336.0,253.0,142.0,36986449.0,44221716.0,47903992.0,58757785.0,57892898.0,66953802.0,48409289.0,119478669.0,48867705.0,22134776.0,excellent,excellent,excellent,excellent,excellent,excellent,good,excellent,excellent,good
55,10462,4.0,4.0,4.0,5.0,1.0,7.0,11.0,4.0,8.0,2.0,79.0,70.0,77.0,102.0,92.0,99.0,134.0,90.0,19.0,10.0,38.0,50.0,56.0,50.0,58.0,46.0,55.0,44.0,11.0,6.0,6.0,4.0,4.0,3.0,4.0,4.0,9.0,6.0,1.0,,130.0,124.0,141.0,150.0,147.0,180.0,199.0,150.0,62.0,44.0,9535673.0,13330658.0,14633114.0,13879494.0,43733319.0,16998772.0,19971036.0,16173099.0,8943774.0,7457581.0,fair,fair,fair,fair,good,fair,fair,fair,fair,fair
56,10001,283.0,434.0,485.0,536.0,533.0,569.0,564.0,515.0,561.0,303.0,535.0,600.0,729.0,792.0,778.0,757.0,668.0,622.0,329.0,210.0,219.0,237.0,273.0,283.0,324.0,322.0,251.0,245.0,195.0,104.0,80.0,109.0,85.0,108.0,112.0,118.0,95.0,107.0,71.0,44.0,1120.0,1386.0,1656.0,1841.0,1843.0,1819.0,1681.0,1546.0,1309.0,730.0,163759014.0,239598729.0,320890310.0,334703370.0,469834048.0,421848742.0,423053849.0,422601101.0,280966153.0,186319426.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
57,10455,1.0,1.0,5.0,3.0,8.0,12.0,7.0,7.0,1.0,,63.0,74.0,77.0,116.0,113.0,96.0,86.0,89.0,23.0,12.0,30.0,23.0,28.0,36.0,39.0,42.0,32.0,27.0,12.0,9.0,1.0,,2.0,5.0,5.0,4.0,6.0,5.0,1.0,2.0,93.0,117.0,114.0,138.0,147.0,113.0,121.0,110.0,48.0,25.0,18957615.0,28268649.0,10955882.0,998675600.0,25464236.0,33356952.0,15795425.0,29822804.0,17404831.0,11298650.0,good,good,fair,excellent,good,good,fair,good,fair,good
58,11697,,,,1.0,,,1.0,,1.0,,5.0,7.0,5.0,5.0,23.0,20.0,49.0,53.0,20.0,2.0,16.0,24.0,14.0,41.0,118.0,80.0,78.0,71.0,18.0,6.0,14.0,13.0,6.0,61.0,59.0,26.0,34.0,2.0,1.0,,8.0,5.0,6.0,20.0,26.0,20.0,49.0,55.0,26.0,3.0,943480.0,999515.0,691165.0,1898495.0,2969539.0,5044482.0,11443197.0,14406087.0,3969691.0,1102986.0,poor,poor,poor,poor,poor,poor,poor,fair,poor,poor
59,11368,6.0,2.0,1.0,7.0,10.0,16.0,11.0,6.0,10.0,3.0,80.0,80.0,97.0,84.0,105.0,139.0,139.0,124.0,45.0,20.0,78.0,53.0,54.0,48.0,67.0,69.0,76.0,68.0,32.0,6.0,15.0,6.0,11.0,19.0,13.0,32.0,40.0,55.0,6.0,,126.0,116.0,115.0,97.0,122.0,166.0,150.0,145.0,57.0,17.0,11957318.0,12222761.0,15936654.0,16809424.0,29547843.0,21357148.0,24043430.0,26060596.0,21949228.0,8529656.0,fair,fair,fair,fair,good,fair,fair,good,good,good
60,11691,2.0,1.0,5.0,6.0,2.0,,3.0,5.0,3.0,2.0,66.0,29.0,47.0,49.0,71.0,68.0,117.0,72.0,33.0,14.0,35.0,32.0,32.0,29.0,35.0,39.0,55.0,43.0,23.0,15.0,8.0,4.0,10.0,4.0,8.0,8.0,12.0,6.0,1.0,3.0,84.0,51.0,64.0,92.0,97.0,126.0,186.0,87.0,55.0,31.0,7296783.0,19168639.0,13294308.0,12642326.0,8002997.0,22253164.0,23900869.0,22675034.0,21817347.0,14745953.0,fair,good,fair,fair,poor,fair,fair,fair,good,good
61,11102,5.0,10.0,5.0,4.0,5.0,8.0,15.0,7.0,19.0,3.0,114.0,128.0,119.0,120.0,128.0,169.0,171.0,150.0,50.0,21.0,65.0,91.0,76.0,69.0,77.0,95.0,80.0,56.0,48.0,23.0,10.0,10.0,15.0,20.0,32.0,32.0,36.0,28.0,12.0,2.0,173.0,200.0,162.0,176.0,188.0,237.0,250.0,188.0,86.0,31.0,9649185.0,12788299.0,12012942.0,16784980.0,11409221.0,25938933.0,28503657.0,25773961.0,13382086.0,6028928.0,fair,fair,fair,fair,fair,good,good,good,fair,fair
62,11422,2.0,3.0,2.0,1.0,1.0,,,1.0,1.0,1.0,11.0,7.0,11.0,7.0,6.0,6.0,13.0,16.0,2.0,1.0,3.0,5.0,2.0,15.0,7.0,1.0,7.0,5.0,6.0,2.0,,1.0,2.0,1.0,1.0,,,1.0,,,17.0,11.0,20.0,8.0,15.0,10.0,11.0,14.0,6.0,1.0,588521.0,1084630.0,1127949.0,817661.0,642809.0,558388.0,4280283.0,6992152.0,902375.0,670000.0,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor
63,11208,1.0,1.0,1.0,3.0,7.0,6.0,7.0,6.0,5.0,2.0,77.0,62.0,60.0,86.0,131.0,206.0,128.0,164.0,36.0,18.0,41.0,36.0,43.0,37.0,51.0,43.0,59.0,57.0,24.0,9.0,4.0,1.0,6.0,15.0,10.0,5.0,12.0,7.0,3.0,,107.0,106.0,93.0,124.0,208.0,310.0,201.0,192.0,59.0,25.0,13659332.0,17088966.0,9541779.0,11070078.0,15279097.0,35581187.0,26255421.0,19588495.0,6159678.0,9166914.0,fair,good,fair,fair,fair,good,good,fair,poor,good
64,11204,5.0,6.0,4.0,6.0,8.0,11.0,11.0,10.0,3.0,2.0,103.0,87.0,99.0,84.0,91.0,131.0,110.0,93.0,53.0,23.0,81.0,90.0,62.0,94.0,96.0,105.0,96.0,69.0,48.0,12.0,6.0,4.0,20.0,16.0,20.0,19.0,12.0,12.0,2.0,,207.0,198.0,191.0,179.0,212.0,240.0,236.0,182.0,76.0,26.0,16438088.0,11949372.0,14087807.0,16005395.0,20594444.0,28091155.0,24801793.0,25774747.0,9051838.0,2667245.0,good,fair,fair,fair,fair,good,fair,good,fair,fair
65,10304,6.0,4.0,4.0,5.0,5.0,14.0,8.0,3.0,7.0,,65.0,51.0,48.0,82.0,94.0,130.0,136.0,112.0,42.0,18.0,59.0,48.0,50.0,65.0,49.0,50.0,63.0,50.0,29.0,14.0,14.0,11.0,7.0,21.0,25.0,21.0,26.0,10.0,2.0,4.0,58.0,50.0,54.0,96.0,105.0,139.0,119.0,100.0,49.0,24.0,16062924.0,13560207.0,7823466.0,14641275.0,14597193.0,25176785.0,17769123.0,15725268.0,9392542.0,24855310.0,fair,fair,fair,fair,fair,fair,fair,fair,fair,good
66,10460,2.0,9.0,4.0,7.0,6.0,7.0,12.0,6.0,2.0,1.0,87.0,95.0,88.0,107.0,125.0,125.0,120.0,161.0,43.0,21.0,41.0,46.0,48.0,60.0,67.0,61.0,51.0,49.0,24.0,19.0,7.0,2.0,4.0,8.0,4.0,14.0,7.0,15.0,,3.0,144.0,129.0,125.0,147.0,167.0,161.0,164.0,172.0,62.0,39.0,10553850.0,30479837.0,11627412.0,14208181.0,46785249.0,13547355.0,26429286.0,16840151.0,16080978.0,8937268.0,fair,good,fair,fair,good,fair,good,fair,fair,good
67,10303,7.0,2.0,2.0,4.0,5.0,4.0,4.0,3.0,5.0,,53.0,22.0,28.0,38.0,86.0,139.0,134.0,92.0,31.0,10.0,35.0,14.0,24.0,47.0,33.0,48.0,36.0,27.0,12.0,6.0,11.0,2.0,7.0,10.0,12.0,9.0,10.0,16.0,1.0,,44.0,26.0,37.0,49.0,78.0,163.0,116.0,73.0,36.0,10.0,4514526.0,2057068.0,3464764.0,9973531.0,13212748.0,29377092.0,15494948.0,4784873.0,21924758.0,2084977.0,poor,poor,poor,fair,fair,good,fair,poor,good,poor
68,10103,187.0,220.0,287.0,283.0,325.0,324.0,361.0,288.0,311.0,166.0,219.0,299.0,283.0,303.0,283.0,316.0,288.0,283.0,163.0,69.0,72.0,95.0,88.0,128.0,135.0,137.0,145.0,105.0,86.0,31.0,48.0,68.0,75.0,58.0,81.0,56.0,73.0,56.0,51.0,17.0,549.0,649.0,692.0,690.0,723.0,767.0,696.0,653.0,541.0,288.0,167715675.0,151742862.0,219112462.0,166649870.0,255959330.0,202440548.0,299569375.0,273960525.0,258660738.0,105474721.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
69,11429,1.0,,,4.0,,1.0,4.0,2.0,,,24.0,8.0,20.0,10.0,19.0,23.0,77.0,48.0,9.0,5.0,13.0,9.0,14.0,8.0,22.0,12.0,14.0,11.0,3.0,4.0,2.0,4.0,1.0,,9.0,1.0,1.0,4.0,,,34.0,25.0,29.0,22.0,39.0,31.0,99.0,44.0,11.0,5.0,3070744.0,1776836.0,1488600.0,1756774.0,3962327.0,4580736.0,5161539.0,6538001.0,1186200.0,213162.0,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor
70,10167,168.0,188.0,190.0,256.0,240.0,201.0,201.0,191.0,256.0,168.0,171.0,183.0,193.0,228.0,194.0,135.0,119.0,145.0,138.0,59.0,52.0,51.0,49.0,75.0,66.0,55.0,46.0,49.0,52.0,17.0,43.0,60.0,44.0,57.0,29.0,22.0,31.0,33.0,18.0,15.0,372.0,443.0,460.0,540.0,484.0,401.0,348.0,372.0,435.0,266.0,147174853.0,104456865.0,87508803.0,150115605.0,107841441.0,312915725.0,172462727.0,140406486.0,303453041.0,127587283.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
71,10458,14.0,20.0,20.0,27.0,40.0,12.0,22.0,14.0,6.0,3.0,154.0,172.0,156.0,163.0,176.0,163.0,192.0,151.0,61.0,28.0,58.0,90.0,84.0,87.0,91.0,99.0,105.0,86.0,48.0,14.0,4.0,5.0,10.0,11.0,12.0,6.0,19.0,5.0,2.0,3.0,227.0,237.0,224.0,236.0,275.0,259.0,288.0,220.0,92.0,60.0,25204897.0,45738277.0,19947621.0,61545343.0,35820425.0,42283961.0,44618230.0,26441066.0,16066211.0,7183860.0,good,excellent,good,excellent,good,good,good,good,fair,fair
72,11366,3.0,2.0,7.0,1.0,2.0,7.0,3.0,5.0,2.0,,30.0,33.0,33.0,35.0,61.0,54.0,91.0,54.0,16.0,22.0,49.0,38.0,39.0,41.0,62.0,44.0,39.0,29.0,6.0,2.0,7.0,7.0,3.0,9.0,10.0,11.0,5.0,5.0,1.0,2.0,50.0,58.0,54.0,48.0,89.0,99.0,94.0,61.0,43.0,23.0,5437851.0,9450653.0,4866128.0,7036650.0,27770287.0,14503158.0,11693207.0,8606825.0,4558323.0,1649887.0,poor,fair,poor,poor,good,fair,fair,poor,poor,poor
73,10472,,1.0,1.0,3.0,4.0,3.0,8.0,4.0,6.0,,42.0,72.0,56.0,63.0,65.0,99.0,100.0,118.0,53.0,12.0,30.0,51.0,37.0,39.0,44.0,67.0,54.0,51.0,16.0,9.0,5.0,7.0,4.0,7.0,1.0,3.0,1.0,3.0,1.0,1.0,82.0,113.0,86.0,103.0,102.0,161.0,155.0,160.0,85.0,25.0,4718105.0,6182298.0,5885122.0,10039082.0,12960874.0,10093915.0,24922493.0,12818929.0,10340297.0,3894415.0,poor,fair,poor,fair,fair,poor,fair,fair,fair,fair
74,10468,7.0,17.0,12.0,4.0,33.0,21.0,32.0,23.0,23.0,9.0,145.0,135.0,169.0,191.0,215.0,200.0,181.0,152.0,69.0,29.0,43.0,55.0,70.0,127.0,124.0,98.0,99.0,70.0,49.0,27.0,3.0,13.0,5.0,6.0,17.0,9.0,12.0,15.0,5.0,2.0,228.0,207.0,236.0,238.0,278.0,322.0,288.0,234.0,143.0,67.0,23778557.0,23075477.0,25435320.0,38465406.0,35629663.0,49847341.0,59076405.0,45667173.0,46157169.0,8688092.0,good,good,good,good,good,good,good,good,good,good
75,11207,2.0,3.0,4.0,6.0,22.0,9.0,12.0,11.0,2.0,2.0,150.0,132.0,133.0,148.0,210.0,277.0,347.0,209.0,50.0,26.0,48.0,65.0,62.0,53.0,84.0,80.0,120.0,87.0,45.0,15.0,6.0,4.0,5.0,24.0,12.0,12.0,16.0,11.0,8.0,2.0,193.0,193.0,169.0,240.0,313.0,409.0,337.0,247.0,83.0,41.0,23264294.0,21032904.0,13636717.0,38517333.0,34143246.0,32181866.0,29925843.0,52051321.0,34729897.0,8270787.0,good,good,fair,good,good,good,good,excellent,good,fair
76,10003,132.0,138.0,129.0,127.0,167.0,131.0,191.0,186.0,144.0,102.0,436.0,520.0,564.0,580.0,520.0,470.0,449.0,508.0,258.0,148.0,210.0,230.0,232.0,255.0,235.0,278.0,245.0,253.0,197.0,90.0,50.0,58.0,50.0,56.0,50.0,55.0,53.0,66.0,44.0,20.0,989.0,1113.0,1102.0,1081.0,1090.0,1027.0,1040.0,1063.0,737.0,457.0,170373949.0,129796852.0,149756995.0,125533230.0,165143341.0,294317791.0,221121240.0,213479854.0,176109150.0,173091418.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
77,11362,,3.0,2.0,1.0,,,4.0,2.0,,,14.0,22.0,20.0,13.0,11.0,20.0,21.0,11.0,7.0,7.0,14.0,21.0,21.0,16.0,28.0,34.0,19.0,11.0,3.0,2.0,10.0,5.0,6.0,5.0,5.0,10.0,2.0,2.0,3.0,,23.0,32.0,36.0,24.0,23.0,34.0,34.0,19.0,9.0,4.0,2890012.0,6953050.0,3142298.0,12565821.0,5982337.0,4687413.0,3183192.0,2305222.0,3675638.0,534358.0,poor,fair,poor,fair,poor,poor,poor,poor,poor,poor
78,10023,56.0,54.0,96.0,108.0,104.0,77.0,84.0,64.0,52.0,36.0,386.0,463.0,524.0,455.0,434.0,482.0,479.0,414.0,229.0,138.0,198.0,239.0,201.0,236.0,226.0,233.0,233.0,192.0,179.0,103.0,44.0,46.0,49.0,54.0,44.0,50.0,42.0,37.0,45.0,26.0,777.0,935.0,1000.0,948.0,931.0,1006.0,1001.0,895.0,664.0,369.0,115452641.0,133816751.0,162209398.0,125415006.0,145989547.0,177135103.0,132061627.0,122647831.0,131250343.0,71562625.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
79,10115,10.0,11.0,15.0,9.0,21.0,12.0,33.0,17.0,17.0,12.0,56.0,55.0,74.0,62.0,62.0,49.0,53.0,52.0,21.0,16.0,26.0,21.0,21.0,34.0,24.0,24.0,32.0,19.0,18.0,7.0,3.0,5.0,,5.0,9.0,5.0,12.0,11.0,10.0,6.0,109.0,97.0,93.0,82.0,93.0,91.0,129.0,99.0,64.0,36.0,9232891.0,8802762.0,20446791.0,11442853.0,11329926.0,13798909.0,24317111.0,19872112.0,20390123.0,7701346.0,fair,fair,good,fair,fair,fair,fair,fair,good,fair
80,11378,3.0,4.0,3.0,1.0,7.0,4.0,7.0,6.0,5.0,,61.0,62.0,67.0,78.0,65.0,60.0,81.0,76.0,19.0,17.0,47.0,45.0,68.0,48.0,60.0,40.0,50.0,51.0,16.0,13.0,6.0,15.0,11.0,2.0,12.0,10.0,5.0,3.0,2.0,3.0,104.0,102.0,120.0,113.0,118.0,95.0,135.0,109.0,31.0,18.0,8076913.0,8742261.0,22786298.0,15917438.0,11911954.0,11675013.0,16010285.0,18263373.0,16327279.0,6197144.0,fair,fair,good,fair,fair,fair,fair,fair,fair,fair
81,10451,14.0,19.0,17.0,14.0,18.0,22.0,37.0,17.0,12.0,6.0,129.0,117.0,113.0,114.0,122.0,116.0,161.0,123.0,60.0,28.0,83.0,60.0,53.0,50.0,40.0,59.0,64.0,60.0,43.0,22.0,4.0,14.0,7.0,4.0,4.0,5.0,12.0,6.0,4.0,7.0,186.0,160.0,168.0,181.0,186.0,181.0,251.0,189.0,102.0,62.0,54421690.0,72506334.0,26889733.0,23791768.0,20692874.0,22458616.0,56457279.0,49138657.0,33575259.0,14538205.0,excellent,excellent,good,good,fair,fair,good,good,good,good
82,11219,5.0,14.0,12.0,13.0,11.0,12.0,12.0,9.0,7.0,1.0,154.0,165.0,177.0,168.0,208.0,204.0,236.0,187.0,108.0,44.0,114.0,123.0,125.0,157.0,145.0,129.0,142.0,106.0,89.0,36.0,21.0,21.0,14.0,28.0,52.0,39.0,43.0,24.0,6.0,1.0,262.0,253.0,267.0,280.0,289.0,301.0,323.0,257.0,149.0,63.0,27155813.0,26725118.0,34426342.0,32117763.0,39759367.0,60879162.0,55096211.0,41125697.0,21762919.0,10869144.0,good,good,good,good,good,good,good,good,good,good
83,11692,,,1.0,8.0,8.0,4.0,3.0,23.0,5.0,3.0,54.0,32.0,68.0,70.0,50.0,55.0,151.0,131.0,34.0,36.0,65.0,89.0,55.0,92.0,62.0,96.0,78.0,85.0,25.0,33.0,5.0,17.0,,4.0,6.0,4.0,19.0,10.0,1.0,1.0,103.0,40.0,74.0,87.0,64.0,83.0,191.0,180.0,41.0,34.0,61708425.0,6178689.0,11286217.0,17705616.0,16811801.0,26254802.0,70966866.0,56497769.0,47622008.0,2599601.0,excellent,fair,fair,fair,fair,good,excellent,excellent,excellent,fair
